N=1,N=2,N=10,N=100
2.77659,1.60762,1.16851,0.908402
0.18845,0.347921,0.474007,0.799689
0.108461,0.782226,0.256649,0.899307
0.653781,0.457448,0.896075,1.05649
0.49651,0.94232,1.86872,1.08762
0.836084,1.16661,0.99106,0.893288
0.441718,0.385181,0.791436,0.943126
0.104499,0.1035,0.705202,1.16586
1.8211,1.05078,0.844201,0.993307
0.109441,0.598085,0.570581,0.958137
0.0102901,0.457853,0.781014,0.938074
3.74152,2.1699,1.4017,0.937827
0.0658813,0.236807,0.417013,0.821965
1.26711,1.51771,0.911513,1.02148
0.897776,0.54871,0.874539,0.938279
0.451504,0.984843,1.35641,1.05574
2.08731,1.13833,1.33079,0.983997
0.842438,0.498333,0.903141,1.11872
1.03774,1.3466,0.656149,0.928521
1.09061,1.05252,0.554553,0.870121
1.04361,1.00912,0.65709,0.961993
0.0567965,0.316722,0.630649,0.795046
0.42304,0.3866,0.434953,0.954634
1.97756,3.11997,1.54361,1.01064
0.596809,0.755879,1.21975,1.23768
2.02035,1.51249,0.933667,0.880454
1.0074,0.890526,1.30558,0.990065
0.638745,0.696779,0.842454,0.962302
1.36908,0.740214,0.774099,1.0623
0.199457,1.21969,1.13855,0.95206
0.113746,0.0780144,1.14051,1.16986
0.466456,0.621887,0.496877,0.820085
0.145764,1.24938,0.766697,0.777508
0.87729,0.513487,0.42408,0.982453
0.427981,0.664162,0.723669,0.978131
0.445314,0.367763,0.64134,1.03591
0.117811,0.210867,0.815374,1.04298
1.90003,1.58291,0.664835,0.918628
3.69566,2.02383,1.36118,1.05
1.52058,0.998701,0.394924,0.881106
0.371188,0.741925,1.19777,1.1356
0.164054,0.462436,1.44074,0.999815
0.106638,0.522978,0.71964,0.828525
0.115515,0.885511,1.35505,0.994795
0.276998,0.144396,0.78338,0.859771
1.68179,1.12517,0.786892,0.928535
0.583022,0.738989,0.644817,0.881799
1.52421,0.772814,1.5624,1.06869
3.25453,1.65512,0.820253,0.92639
0.254525,0.228087,1.05087,1.00373
1.60268,0.817873,1.58976,1.03491
0.21449,0.282265,0.933933,0.912486
1.0997,1.24508,1.56839,0.974988
3.88096,2.72196,1.87425,1.01343
0.153965,0.581997,0.675379,0.893822
0.168124,0.231844,0.631424,0.934784
1.20868,0.740305,0.778862,1.06601
2.14034,1.45183,0.863467,1.00933
0.0255486,1.45508,1.22784,1.06808
1.2266,1.44737,0.855033,0.960685
2.64951,3.24568,1.72269,1.04025
2.26721,1.43773,0.894473,1.02489
0.781858,0.493233,0.692919,0.899717
0.937942,0.490676,1.19628,1.0682
3.52383,3.68422,1.69726,0.875116
1.03171,1.04649,1.04804,0.955882
0.868916,1.06102,1.02008,0.861899
0.46899,0.283257,0.900412,1.01469
0.306171,0.504114,0.544843,0.798131
0.82226,0.500745,0.975419,0.985647
0.839204,0.556115,0.893328,0.876902
0.221203,0.5929,0.6161,0.932123
0.576972,0.419253,1.15439,0.882864
0.368256,0.854784,0.833521,0.943791
0.61685,0.652134,0.818924,0.899288
0.979764,1.44058,1.33237,1.05329
3.52722,1.90507,1.69025,1.04086
0.771063,0.585258,0.898691,0.91566
0.206901,0.534996,0.998574,0.926465
0.371211,1.04841,1.30275,0.974927
0.916419,1.44036,1.21188,0.802818
0.955396,0.908877,0.759947,1.00685
0.331455,0.574514,0.633739,1.01944
1.33227,1.52644,0.911553,0.892878
0.662191,0.803815,1.57518,0.949838
0.523433,0.323419,1.09899,1.11236
2.68147,1.84631,2.07485,1.0623
0.243531,0.603983,0.866773,0.980908
0.837106,0.714685,1.09823,0.872536
1.28993,2.74251,0.81944,0.902495
0.170644,0.377012,0.66548,0.921484
0.0553958,0.403091,0.65604,0.85836
0.147446,0.385216,0.850312,0.991174
0.756611,2.19087,1.22043,1.07196
0.458349,0.843663,1.15335,1.0997
0.226099,1.05789,0.9845,1.02438
0.0557114,0.12056,0.84313,0.938285
0.724093,0.463622,0.886335,1.19083
0.00574684,1.74524,1.12556,0.957805
0.322329,0.865205,0.967032,0.979022
0.964174,1.04803,0.545041,0.887531
0.141798,0.565736,1.22301,1.05536
0.711464,0.693152,1.09775,1.07868
0.306943,0.250862,0.887263,1.15111
0.824418,1.15569,1.26539,1.12094
1.22484,0.699189,1.03514,0.859022
0.388471,0.2345,0.52924,0.885561
1.65105,1.48126,1.098,0.96412
0.140031,0.23297,1.02831,1.08778
1.2292,1.00444,0.763683,0.96013
0.194974,1.84669,1.88726,1.08555
0.468755,0.383118,0.621087,1.0743
1.39215,1.20078,0.667959,0.921229
1.59862,2.50842,1.43886,1.00362
0.474983,0.574962,0.871109,0.886865
0.217278,0.118203,1.25939,0.966533
0.269663,0.225581,0.610833,1.0171
1.38062,1.55483,0.798092,0.908949
0.365147,0.677195,0.868983,0.983308
0.383058,0.248895,0.924003,0.993965
0.0217451,1.15913,1.24854,1.04195
1.78593,0.896009,0.637855,0.972783
2.11304,1.18785,1.4846,0.942113
0.952999,0.54571,1.11965,1.09526
0.521217,0.540805,0.891818,0.874292
1.5615,1.24838,1.40075,1.05483
0.213587,0.107612,0.759573,0.967802
0.109691,0.655104,1.05997,1.08983
0.317499,0.779206,0.534167,1.17466
3.70463,1.99567,1.09297,1.03903
0.0617352,1.64731,0.840665,0.85679
0.587937,1.18014,1.17179,0.996091
0.29866,0.286378,0.668004,0.859164
1.49654,1.88111,1.46114,1.06838
1.17728,1.00547,0.706362,1.078
2.78125,2.0734,0.980942,0.991387
2.03634,1.3968,0.979987,0.909284
2.49556,1.53634,1.16364,1.02588
0.259489,0.219298,0.542946,0.892718
2.34545,1.27005,2.56679,1.15274
0.680736,0.54709,0.918676,0.985748
1.37096,1.63858,1.58309,1.10349
0.445652,1.81176,1.14124,0.920943
1.49138,1.37564,1.04327,1.02098
1.63458,1.20314,0.998352,0.992623
0.101456,0.186546,1.2766,1.11869
1.40796,0.793671,0.980061,1.10253
1.42657,0.85746,0.590288,0.96307
0.752771,0.43096,1.34592,1.0056
1.85299,1.33465,0.779624,1.00771
0.768186,0.773588,0.861844,0.95692
0.570477,0.314904,1.75833,1.04963
0.0491302,0.0845415,0.814113,1.01999
1.34377,0.886674,0.682596,1.03547
0.705792,2.19916,0.854898,1.06214
0.110359,0.521056,1.05846,1.07689
1.71957,0.974002,0.621352,1.11749
1.02415,0.652039,0.890937,1.07921
0.477272,0.412152,0.808466,1.04188
0.345735,0.651024,0.514928,1.04036
0.10035,0.319187,0.782825,0.969676
1.28885,1.08791,0.997251,1.1786
1.2815,2.93167,1.35549,0.977032
0.231225,0.399729,0.69966,0.951836
2.20259,2.03298,1.09641,1.02409
1.56538,2.42933,1.60502,0.965731
1.84427,0.944295,1.37209,1.03666
0.768345,0.549322,0.651349,1.21099
1.261,0.652283,1.03078,0.934209
0.309292,1.42302,0.931022,1.10493
0.422011,0.562668,1.18491,1.03524
0.56001,0.55909,1.12674,0.904069
0.0353891,0.463182,1.06324,0.925917
4.80375,3.06416,1.1661,1.02632
0.8955,0.466663,0.730712,1.05875
6.37712,4.10568,1.19268,1.12248
2.22764,1.8481,0.978115,1.07051
0.537533,0.579396,0.796804,0.942046
1.5232,0.804261,1.07611,0.824886
0.24703,0.355871,0.548213,0.935423
1.38249,1.44171,1.10784,0.919718
0.323554,0.242142,0.832379,0.848143
2.12867,1.98126,1.50875,0.946737
0.805727,0.42123,1.92598,0.946156
2.99353,1.74149,1.12531,0.925553
0.489702,0.531696,0.850145,1.07824
0.139385,0.744969,1.33731,1.04508
0.184104,0.371739,1.11395,0.995625
1.7416,1.23538,0.924256,0.99409
0.971519,0.768364,1.22299,1.0327
0.444685,0.653191,1.089,0.96693
0.0928399,0.972543,0.799916,1.06086
2.2492,1.59985,1.30372,1.04855
1.20098,0.649201,0.650088,0.82396
1.76161,3.61321,1.43642,1.01435
0.15358,0.155346,0.333531,0.973552
0.171378,0.249939,0.888232,0.839035
2.08872,2.79754,1.00821,0.88242
1.76687,1.23863,1.07264,1.02875
0.0465424,1.5324,1.04194,0.90743
2.71625,1.41092,1.5806,1.11664
0.150982,0.521762,0.522864,0.977416
1.45566,1.36462,0.882051,0.819616
0.658005,0.421565,0.677312,0.873475
0.280182,0.171477,0.828384,0.926615
0.0115031,0.181157,1.11422,0.926246
3.06361,2.92254,1.20483,1.09347
0.751883,0.684304,1.02072,0.897793
0.222733,0.477922,0.938791,1.05993
0.805273,1.31339,1.54773,1.09959
1.81979,1.8666,1.04501,1.05814
0.319668,0.71485,0.679244,0.936216
0.474159,0.313797,0.982542,0.991938
1.17076,0.969272,0.77154,1.04527
2.3039,1.46322,1.6003,1.0641
4.38528,2.96728,0.923362,0.93419
1.09017,1.21796,1.0325,1.03991
0.578886,0.466406,0.899937,0.883624
2.69322,2.71555,1.00844,0.974067
1.17058,0.914529,0.692203,0.928895
0.762741,0.666061,0.498737,0.880744
0.168938,0.276372,0.61838,1.07198
2.80287,1.80903,1.22358,1.08546
0.631971,1.08185,0.729943,0.909809
0.287945,0.188374,0.931213,0.981629
0.486463,0.932625,1.40225,1.11494
0.478805,0.577997,0.46653,0.897725
0.513974,1.71967,1.64723,0.957433
3.15256,1.83417,1.86271,1.09794
0.586736,0.370984,1.29419,1.07086
3.96298,2.3155,1.32094,1.17208
0.570887,0.317294,0.717992,1.02472
0.152427,0.650957,0.764401,1.09843
0.36445,0.185965,0.429272,1.02518
1.83197,1.05178,0.90032,0.921376
0.0628643,0.350384,0.949238,1.03697
0.582314,0.732529,0.905741,1.12505
2.4436,1.34077,0.835257,1.04066
0.0619311,0.452,1.0064,0.991979
0.174933,0.470168,1.14848,1.1942
0.330029,1.30472,1.60431,1.07976
0.714485,0.843179,0.742003,1.12817
0.987532,0.562468,0.669606,0.913144
1.89745,1.76427,1.21347,0.921799
0.359321,0.771071,0.955372,0.968746
0.0992998,0.677786,1.02548,1.03279
1.45491,1.43967,1.22623,1.31403
1.17209,0.677845,1.07686,1.004
0.0744173,0.971984,0.929441,0.940713
0.897192,0.804288,1.05304,1.01605
0.687514,0.482836,0.924093,0.882118
0.112875,0.0604588,0.969441,1.07092
0.0487903,0.19709,0.580906,0.888718
1.99218,1.44312,1.24736,1.07495
0.970031,0.919471,0.966005,0.918697
0.468556,1.61292,0.89772,1.09476
0.310786,0.157251,0.460426,1.11468
0.139164,0.489594,0.702889,1.01619
1.98603,1.34341,1.04313,1.08007
0.0156713,0.0921364,0.786456,1.09696
1.37207,0.727555,1.1499,0.820079
2.68677,2.00223,0.948193,1.11636
0.50151,0.493764,0.819525,1.20751
3.47159,1.73631,0.957608,1.07146
0.0628982,1.1649,1.13796,0.841938
0.244656,0.263876,1.39107,1.25451
0.627994,0.446651,1.95622,0.95254
0.463803,0.884979,0.759203,0.833292
0.0894122,0.724554,0.546737,1.2055
1.07497,1.08114,0.53971,1.14125
0.470153,1.75559,1.31391,1.04495
0.374322,0.232795,0.820647,0.95722
0.462147,1.26698,0.841595,0.953549
1.6528,0.861977,0.645507,0.833349
0.676899,0.729706,1.11888,1.09005
0.530072,0.934101,0.740499,1.05217
0.136936,0.326143,0.901361,1.0677
0.202286,0.658455,0.679054,1.06005
0.865847,0.709285,1.05389,1.00269
0.833295,0.458971,1.4034,0.979944
0.375967,2.02251,1.29706,1.10504
2.18688,1.16164,0.832295,0.84779
0.132148,0.480293,1.06118,1.08075
1.27849,1.0241,1.21172,0.981914
1.44381,1.23454,0.721361,0.990216
2.0934,1.31006,1.20613,0.993089
2.38519,1.62288,1.18702,0.961423
0.0277786,0.910147,0.702856,0.856933
2.1714,2.11039,1.14182,1.02024
0.605841,0.685632,1.09159,1.14744
0.80256,0.754282,1.09168,1.10081
0.232429,0.344336,0.929315,0.960739
1.9502,1.04005,0.995192,0.89102
0.12338,1.49194,1.3478,0.993809
0.285553,0.418329,1.30656,1.09973
0.732102,0.462186,1.24357,1.03666
1.76397,2.07142,1.305,0.890421
0.403714,1.09883,1.00801,0.992839
0.544559,0.688139,0.943559,0.885667
0.150999,0.527855,1.18021,0.792704
0.0939199,0.823963,1.11401,1.09193
0.471511,0.396005,0.833168,0.767179
0.737865,0.456113,0.723825,0.90974
0.411762,0.283043,0.615382,0.913989
1.17921,0.711332,1.46036,1.08619
1.59523,1.02944,0.747712,1.00208
1.2777,1.15939,1.26261,1.02506
0.31572,0.726925,0.976071,1.0286
0.680206,0.87314,0.879277,0.907313
1.02917,0.707111,0.746495,1.03179
1.12599,0.854096,0.516752,0.941815
1.5167,1.03012,0.832523,1.02679
0.104372,1.35649,0.826057,0.913298
0.0266054,0.512891,0.871221,0.98908
0.149438,1.56382,1.02574,0.862134
0.0148144,0.891117,0.677011,1.10521
1.16915,0.684096,0.680041,0.979795
0.160134,0.293504,0.866613,0.885841
0.970621,3.37382,1.43569,1.06062
0.277212,2.04523,1.00956,0.894793
0.218138,0.412478,1.19188,1.04908
0.456041,0.609759,0.865275,0.843792
1.77185,1.11051,1.28407,0.946071
1.22908,0.859819,1.37584,1.03416
1.66951,0.96165,0.856542,0.993619
0.549384,1.33286,1.3336,1.04287
0.124195,0.495848,0.705892,0.935935
2.09791,2.49652,1.35178,1.09454
0.366876,1.2611,1.0133,0.966525
0.549267,0.850551,0.714219,0.940928
1.07337,1.16125,1.00399,1.00571
2.65409,2.59974,1.37052,0.860685
0.141983,0.525353,0.570745,1.15146
1.11297,0.583145,0.950438,0.959949
0.907857,0.600483,0.931707,1.00187
1.82137,1.4614,1.82007,1.13485
1.50967,1.03228,1.08883,1.26095
3.4907,2.19565,1.46291,0.984304
2.02766,1.95634,1.08993,0.972361
2.33451,1.17789,0.90233,0.957224
0.477688,0.344421,1.30363,0.850361
0.629154,0.602138,1.50084,1.00944
2.88115,1.44796,1.3293,1.03624
0.0831995,3.09894,1.63958,0.907071
0.0223957,1.78395,0.92391,0.983217
1.13667,1.54471,0.905012,0.866965
0.234247,0.508722,1.0041,1.28218
3.14787,2.40927,1.39634,1.1366
1.39634,1.29113,0.959261,0.719032
1.44963,0.923809,1.15174,1.14271
0.23625,0.806195,0.617986,0.814006
1.33327,1.42784,1.27369,1.1288
1.37606,1.33519,0.781923,0.894222
1.11457,0.731283,1.06468,1.15271
0.688491,0.492696,0.802971,0.879106
0.0663327,0.131081,0.776692,0.950964
0.990628,1.65762,1.08468,1.12779
0.275876,0.465978,0.620163,1.06419
0.329144,0.533739,1.15145,1.16686
0.0702406,0.450938,0.536879,0.881423
0.507903,1.60252,1.28897,1.08365
2.18281,1.11123,0.770659,0.958016
1.00741,1.13669,0.93965,0.839693
0.593786,0.889427,1.11991,0.983688
3.52569,2.21848,1.11713,0.99307
2.86091,1.62394,1.94281,1.05115
0.655559,0.453308,1.20057,1.06087
3.76527,2.23298,1.56949,0.95687
1.50369,1.31796,1.12631,1.11403
0.319991,0.63417,0.802594,1.01136
0.0614077,0.243853,0.768902,0.954923
0.299193,0.308685,0.88791,1.0667
0.552745,0.293786,1.00828,1.05872
0.313267,0.624369,1.28193,0.806283
0.145904,0.429874,1.2862,1.03104
0.100916,0.39095,0.698681,0.880397
2.04908,1.79359,1.48722,1.08267
1.61397,2.19584,1.33818,0.964833
1.05823,0.891429,0.932112,0.907543
0.389028,0.556747,1.38264,1.08994
0.123922,2.48791,1.82273,1.12656
0.306887,0.567234,0.622344,0.890398
0.0694215,0.10492,0.475975,0.941622
0.589353,0.644349,1.25913,1.06944
1.99625,1.7934,1.34704,0.940107
0.341899,0.365743,0.870389,1.08928
0.0897936,0.556208,0.869314,1.14161
3.14895,2.33968,1.2135,0.964571
0.153015,0.357197,0.715474,0.970113
0.269329,0.440863,0.932666,1.03993
0.0407806,0.416823,0.652124,0.970745
1.07917,0.60321,1.29919,0.938402
0.439469,0.237021,1.13559,1.06767
0.0667276,0.29223,0.666439,0.850128
0.947941,0.534987,1.26956,0.942463
1.9794,2.7885,1.41405,1.1753
1.39385,1.32259,0.921099,1.09711
1.17549,1.13044,1.11201,1.027
0.167085,1.31723,0.844298,1.0074
1.55671,0.963171,1.02437,1.08679
1.45379,1.43142,0.957168,1.00073
0.555164,0.304398,1.34175,1.08417
0.368786,0.223405,0.525988,1.06514
0.0771183,0.0393423,0.591988,0.968031
0.267447,0.425054,0.635918,1.09333
0.90003,0.533158,1.2657,0.99695
0.196896,0.347071,0.670238,1.0428
1.08809,0.786363,1.03811,0.967085
2.85957,1.67614,0.940198,0.937909
2.84791,1.55799,1.2978,1.1455
1.40701,0.70453,0.713462,0.889539
7.48026,3.74608,1.3704,1.14296
0.676704,1.26562,1.79504,1.04054
2.8141,1.74074,1.21664,0.939579
1.8108,1.66761,1.4981,0.965472
1.79212,0.997283,1.12794,0.900365
3.12534,2.53239,1.40948,1.01965
0.823412,1.34515,1.4265,1.0222
0.184793,0.179951,0.789106,1.06023
0.711651,0.51828,0.434616,1.02036
0.370487,0.932608,0.940309,0.880564
1.08055,0.670821,0.885592,1.08721
0.0284004,0.381556,0.521119,0.865097
0.0845698,0.352082,1.28906,1.11801
0.102019,2.0702,1.24197,0.966317
0.787381,0.727299,1.09124,0.955046
3.67776,2.87292,1.65118,1.0637
0.117419,0.932532,1.17281,0.929738
0.396269,0.374246,1.15302,0.868246
1.79877,1.85055,0.986173,0.915987
0.00527393,2.1376,1.73197,0.99478
0.686358,0.683039,0.65745,0.948203
0.0672295,2.38719,1.59856,1.15509
0.251239,0.251624,0.654604,1.12506
1.75903,1.37917,1.25804,1.07834
0.20695,0.838682,1.31152,0.914654
1.19702,1.48799,0.924687,1.20864
0.260711,0.169421,0.770617,1.07117
0.67099,0.421799,0.841644,1.02933
0.138308,1.1359,0.636074,0.806947
0.436733,0.262624,0.808505,0.768419
0.823822,0.579346,0.650687,0.852603
0.0800375,0.0609702,0.948073,0.928171
0.364435,0.399169,1.03915,0.972319
0.59359,1.54271,1.18682,1.13782
0.174781,0.687278,1.55799,0.970498
1.31136,1.1211,0.748543,1.00255
0.231984,0.555673,0.66491,1.13691
1.78178,0.950557,1.39194,1.1201
0.831969,1.09319,1.1889,0.952804
1.12667,1.02553,1.28712,0.977129
0.914582,1.05141,0.820957,0.894535
0.750138,0.766651,1.45195,1.12725
1.10235,1.54598,1.56668,0.99144
0.738028,1.19764,1.19786,0.832448
2.62721,1.39475,1.44087,1.07307
0.727279,0.558123,0.837097,1.15634
0.660893,0.401972,1.31195,0.980292
0.774421,0.591454,0.814111,1.00607
0.245394,0.280582,1.04137,0.985727
0.827973,0.448552,0.50342,0.886204
0.0185243,0.795832,1.01769,1.01451
0.159423,0.952872,0.913573,0.844855
1.70743,0.938601,1.11139,0.90469
0.795696,0.509274,0.720057,0.914435
1.90435,0.982022,0.829901,0.837832
0.419033,0.335743,0.918424,0.960685
1.86994,0.972527,0.880077,0.847872
0.351306,0.818777,0.828713,1.04944
0.740062,2.67722,1.29192,1.07424
0.33248,0.332363,1.02433,1.15401
1.10343,1.58645,1.43737,1.12418
0.437823,0.468901,0.55354,0.942462
0.412654,0.858036,1.02862,0.936738
1.46867,1.09203,1.33316,0.906561
0.353064,0.526349,0.669156,1.05891
1.29491,1.28149,0.83963,0.859842
1.13257,1.70048,1.6762,0.975171
1.83389,1.54204,0.898955,1.01072
0.0274687,0.0829623,1.11183,0.790716
0.0104879,0.650706,0.695691,0.830612
0.558877,0.610397,0.559166,0.943276
0.229607,0.995484,0.865435,1.06155
0.192343,1.9144,1.32635,0.96472
2.85042,2.60129,1.61641,1.06861
0.979339,0.494346,0.946026,1.02945
1.41184,0.83318,0.817291,0.877853
0.327845,0.406521,0.71141,1.01228
1.60252,0.969644,1.19946,1.22838
2.43783,1.37364,0.775187,0.806107
2.03272,1.09786,0.929531,1.00466
0.921106,0.578094,0.715587,0.913319
1.06253,0.556119,0.654743,0.849144
2.66081,1.64082,0.827857,0.942616
1.30128,0.998352,0.938998,0.949368
0.336358,0.180694,0.858471,0.987965
3.21143,2.0899,0.927653,1.11473
0.231663,0.14273,0.522658,1.07881
0.512544,0.71154,1.28165,0.940496
0.0251677,0.17109,0.669218,0.995857
0.541104,0.839054,1.16591,0.964965
1.16723,0.618668,1.36926,0.918692
2.21807,1.18855,1.58943,1.13426
0.899957,1.43185,0.973313,0.99758
1.02226,2.99892,1.35365,0.95994
0.66457,0.478935,0.712657,0.924235
2.18574,1.12817,0.873303,1.03895
0.0896186,0.21367,0.880565,1.05026
0.805509,0.776646,0.927675,0.981058
2.85288,2.27286,1.45499,0.991792
0.594065,0.522098,0.903293,1.05826
0.250144,1.02158,0.672656,0.906848
0.0361234,0.700648,1.42506,0.951899
1.02134,0.548976,0.391213,0.938121
0.40781,0.818867,1.13216,0.870972
0.831382,1.50802,0.793387,0.949422
1.43412,1.108,1.28258,0.915782
0.548311,1.19289,1.3625,0.965224
0.268214,1.69653,1.33104,1.01331
0.0111332,1.47608,1.297,1.0875
1.3012,1.30732,0.916641,0.922176
0.0553278,0.891244,1.04786,0.949001
0.884412,0.563502,0.781976,0.874824
0.498353,0.477523,0.52955,0.989895
0.574213,0.643141,0.875541,0.914668
0.94317,1.3925,1.32625,0.947537
0.277109,0.729923,1.50968,1.20265
0.800484,0.64805,1.59269,1.15833
0.248433,1.07476,1.24651,1.07975
0.224383,0.223193,1.05585,1.02273
1.17048,2.69814,1.23637,1.20163
1.32797,1.05079,1.0062,0.87973
1.10874,0.68818,0.443533,0.875842
0.132277,1.79187,0.641612,1.00626
0.0725203,2.05401,1.44272,0.888913
1.10527,1.64553,0.904589,0.852081
1.09113,1.0785,0.992181,1.07176
0.0641699,0.41209,0.639411,0.828813
1.20171,0.644734,0.517963,0.932871
0.157402,0.267626,0.936477,1.0073
3.037,1.71976,1.41098,1.04787
0.534071,0.358926,0.637627,1.0603
0.415775,1.31958,0.764329,0.934448
0.686899,0.486281,0.502228,1.18202
1.54152,0.796926,0.953191,0.876658
0.450639,2.16944,1.79821,0.964686
2.75785,1.4117,1.14254,0.919998
1.56034,2.96475,1.87862,1.09409
0.843814,0.859198,1.41794,1.05835
1.56406,3.07626,2.26702,1.15011
0.0461632,0.379486,1.15005,0.968022
0.110337,0.129142,0.844083,0.998328
0.0038211,0.0427152,1.00822,0.871408
0.996823,1.08369,1.00366,0.955217
1.16047,1.0523,1.21379,0.983643
1.34548,0.80144,0.818014,0.90261
1.20137,1.73675,1.31246,1.0867
1.45603,1.69102,1.25044,0.958272
1.86877,1.43816,1.10493,0.861287
1.21574,0.632751,1.12135,1.09602
1.36229,1.45182,1.336,1.04088
0.0786189,1.34802,0.97306,0.94203
0.421238,0.228063,0.968167,1.01768
0.411097,0.981906,1.02107,1.02309
0.212108,1.02831,0.797542,0.817184
1.27083,1.39313,0.948142,1.1142
0.376526,1.00536,0.588596,0.874917
0.549455,0.61389,0.517716,0.913604
2.99907,1.60148,1.04369,0.925403
0.335606,0.251103,1.15466,1.04225
0.00127675,0.437603,0.875212,1.15257
0.99575,1.81915,1.3195,1.02559
0.0569862,0.767724,1.2625,1.03185
2.07491,1.46566,1.20946,0.998881
0.127802,0.60424,0.955842,1.24999
1.05801,0.781092,0.704334,1.04327
1.55844,0.950042,0.61422,0.890333
1.37049,0.724177,0.830188,0.844056
0.667949,0.79755,0.711148,1.03807
2.1119,1.44104,1.07779,1.0975
1.01702,0.893091,0.72767,0.904854
0.943608,0.80407,0.543989,1.05102
0.18255,0.611036,0.979179,0.903461
3.26666,2.25279,1.93449,1.09161
0.804846,0.545352,1.09124,0.923773
0.201401,0.620345,1.13284,1.11274
1.8653,1.32005,0.937836,1.00258
0.136633,1.87163,0.981449,0.891314
0.685435,1.09103,1.00053,0.896271
0.0882016,0.227364,0.544643,0.903223
1.10039,0.57364,0.95605,0.928591
0.869249,0.566553,1.10957,0.875814
1.38917,1.10084,1.0854,0.956418
1.25614,0.647698,0.887383,1.05796
0.301134,0.840373,1.09375,0.910002
1.92537,1.44354,0.997276,0.747313
3.31204,2.47059,1.22671,1.0755
0.190106,1.67627,0.810236,0.961459
0.184029,0.310536,1.21629,1.07013
0.61497,0.809496,1.38718,1.04416
0.519076,0.476776,0.881777,0.819489
1.84639,1.34056,1.10686,0.894583
0.561758,0.379236,1.02548,1.06788
1.15247,0.649823,0.998851,1.19369
0.54115,0.30896,1.06915,0.878268
1.35242,1.03438,0.934171,1.13589
0.732657,2.48833,1.69946,0.996855
2.23294,1.72944,0.863646,1.11092
0.765755,1.21021,0.865112,1.02885
0.271488,0.564209,0.704348,0.923929
0.48134,1.2371,1.00603,0.97961
0.196105,0.398167,0.980992,0.959351
0.272278,0.269608,0.650813,1.12545
0.255788,0.715282,1.34083,0.907515
1.55406,0.968674,0.464822,0.950166
1.26572,1.47209,1.46627,0.946772
1.83409,1.37606,1.05579,0.987429
0.467905,0.409129,1.08359,0.98092
1.33185,0.817235,0.815297,0.87221
1.16442,0.856219,0.526508,0.911582
0.616993,1.037,1.24817,1.02442
0.776792,1.25684,0.747717,0.98092
0.128391,0.102172,0.700689,0.972776
0.0838985,0.443652,0.842067,0.977549
0.86,0.741701,0.425617,0.9347
3.21204,2.1264,1.61232,1.13979
0.527507,0.54024,1.29409,1.25547
0.334169,0.30661,0.640864,1.00567
0.134762,0.187549,1.31103,0.999056
0.359834,0.328833,0.97779,0.977632
0.780524,0.405322,1.43399,0.825779
1.47778,1.23826,0.992744,0.799083
0.99585,1.41021,0.976463,0.953902
0.228962,0.121381,0.989234,1.03458
1.48575,0.749796,0.601182,1.15698
1.39818,1.09884,0.535009,0.850559
0.398648,2.34006,1.14263,0.881973
0.476695,0.373544,0.830637,1.01776
1.24457,0.663036,0.92682,0.92934
0.147455,1.64197,0.680412,1.07693
1.53579,1.2251,1.11261,1.0972
2.2788,3.01877,2.0878,1.17047
0.28332,0.215374,1.57058,0.985583
1.09218,0.678675,1.06581,1.01755
3.08206,2.26534,1.45182,1.04367
1.40406,0.840522,1.41616,1.20322
0.962765,0.948894,1.48182,1.00827
0.804076,1.69652,1.52111,0.958045
0.202178,1.11628,0.601102,0.83934
0.370782,0.188171,1.06366,0.939909
0.41772,0.226274,0.971008,0.948784
0.713953,2.02284,1.24409,0.970628
0.123003,0.390773,1.24,0.978292
1.25292,1.3983,1.5179,0.972235
0.244502,0.251226,0.726249,1.07947
0.642098,1.69161,1.04773,1.01441
4.472,3.50374,1.25302,0.960495
2.48354,1.30208,1.00988,1.04687
0.164517,0.530142,1.35354,1.25675
2.42763,1.50294,1.45356,1.08162
0.33728,1.27616,1.21892,1.00688
0.43932,0.785776,0.798781,0.844481
0.0199908,0.894813,0.884156,0.885574
0.0562814,0.0845845,0.539476,0.844317
0.270788,0.226637,0.790057,0.893127
2.80432,1.7225,1.03394,1.11578
0.337785,0.763445,0.795612,0.948946
2.29143,1.34049,1.28299,1.06081
0.132512,0.701528,0.953156,1.03193
0.531334,0.934028,1.0772,1.0851
0.981541,2.50958,1.10788,0.93871
0.408932,0.319934,0.700772,0.97666
2.18046,1.22029,0.993186,0.960731
1.2347,2.96188,1.28846,1.05631
0.287808,0.415873,1.28031,0.989766
0.299925,1.35699,0.706227,0.822764
5.2789,2.90654,1.78426,1.06467
0.517277,2.28192,1.06793,0.970112
0.217468,0.651015,1.11743,1.03
0.00276072,0.784553,1.30085,1.00213
0.064536,0.0847988,0.479944,0.931293
1.88313,1.87604,1.13058,0.920638
0.307753,0.179518,0.467187,1.0735
3.13899,1.91631,0.855128,1.14834
0.209348,0.417208,0.88392,0.927311
0.109351,0.211297,1.03307,1.10722
2.10624,1.24603,1.26275,0.971941
1.26405,1.0428,1.25157,1.01985
0.682273,0.585154,1.02783,0.884036
0.319436,2.31421,1.94978,0.835645
0.78284,1.847,0.847135,0.867998
0.972813,0.806387,1.03139,1.01097
1.79091,1.08808,0.955792,1.14992
0.394865,0.447728,0.655963,0.850218
0.192569,0.265601,0.584583,1.03398
0.01633,1.2444,1.11684,1.00471
