N=1,N=2,N=10,N=100
2.26523,1.68125,-0.846452,0.402859
-0.341636,0.042496,-0.700783,-1.29362
-0.400206,-0.818476,0.54259,-0.47213
-0.811495,-0.357521,0.4863,0.552554
-13.3836,-6.40563,-1.63961,-0.0293282
-0.719579,-0.552882,4.27857,4.09411
-2.01392,-0.721121,-0.766956,-0.318387
5.7597,2.13657,0.892534,-0.449597
4.24763,1.66573,0.505202,-1.37346
-1.16099,-0.149326,2.2911,0.179631
-0.201625,0.0223915,-0.373339,3.3784
-0.0451078,0.543743,-0.0303712,0.247991
13.0846,6.18451,0.292917,-2.61001
-2.44277,-1.54055,-0.524219,1.00758
-0.504282,-2.22422,-0.0125696,3.80389
0.748652,0.861306,-0.0881314,-0.337418
0.755104,0.644178,0.112097,2.5197
-0.964356,-1.13457,0.311896,-0.367457
1.36854,0.0580327,-0.386758,-0.846772
-0.370129,-0.195582,1.31597,1.64866
-0.19633,1.14888,0.560607,6.32496
-3.31139,-1.61264,-3.65543,2.21103
6.78213,3.30646,2.63108,0.251429
1.22217,-0.0425919,6.68194,4.5858
-0.919575,-0.110263,3.10851,-1.40987
-1.54472,1.54914,1.44113,0.841944
-1.80711,-1.48827,10.4909,2.12942
-0.494891,-0.812474,-0.631204,-1.40475
9.77621,5.51734,0.940285,-2.02767
11.8025,5.40348,0.647695,-17.3767
0.579249,-0.344134,-0.263208,0.694217
0.184125,0.115306,0.768308,2.16912
-13.2661,-6.17118,-2.70616,0.0397188
-3.31796,-1.9746,-0.980669,1.08994
-12.3271,-6.59363,-1.16278,16.9962
2.32591,1.09759,0.588333,0.678185
-0.926416,-0.511596,-0.173631,0.685092
-4.1908,-2.0953,-1.83025,1.14779
0.187648,0.941095,0.329537,4.5051
1.62558,1.664,-0.452107,6.37754
-0.566501,-4.69421,-0.454376,-0.185156
-36.6329,-17.5517,-1.90632,-0.442951
0.918844,0.775408,1.01587,-1.629
-0.793406,-10.0711,-2.08633,-0.420382
0.342778,-1.08495,6.76588,0.799634
-2.2545,-1.67528,-2.35149,-4.37264
1.81292,2.19659,-0.223176,-3.39231
0.854971,0.0803811,-2.5694,2.26821
0.155413,-1.66848,-1.84945,0.0221139
1.77282,-3.53914,-5.12905,0.0667891
1.19387,1.38585,-0.732003,-1.31492
0.746398,0.317592,-0.996672,-2.43009
-0.595166,2.7789,0.177716,0.643121
-3.91568,-1.47838,-0.347549,-1.53653
-0.231106,-7.57943,-0.274546,10.2308
-0.517114,-0.655233,-1.07521,-5.00597
0.384112,-2.03173,-0.164325,-0.117396
0.8065,0.611566,-1.27248,-1.94851
-0.494571,0.817165,-0.495614,1.58741
-14.4744,-7.41551,-1.06482,-0.764415
-0.701962,-10.7273,-7.04501,-3.35275
0.795328,-0.249466,-0.528738,0.704461
-0.777753,0.0545781,1.22353,0.615317
9.04412,8.49989,1.66102,0.176914
-1.19897,-0.898917,1.26975,-113.288
1.09449,1.23913,-0.623064,-2.46945
-1.09209,0.120516,-3.1778,-1.4458
-2.46344,-0.957923,-0.968017,-6.81388
-0.142782,0.168649,1.2746,0.0472197
-0.868375,-0.45586,0.204674,1.20544
0.158515,1.74914,0.751305,0.0346881
3.85966,1.87024,-3.36103,-1.05908
-0.246971,3.05699,1.56862,27.8917
-1.2061,-0.460319,-0.594768,0.223688
2.75146,2.15733,1.19525,-0.118008
-1.28342,-0.466467,-0.718477,0.316131
-0.797225,-0.577636,26.7835,2.50358
2.99656,-1.28829,-1.57528,-0.285436
-0.403715,-0.668848,-1.08115,-0.194875
-1.77744,-1.02649,-0.124398,0.87504
1.71657,0.701768,2.11787,0.0489275
24.6298,12.8592,3.62795,0.271961
2.24118,-14.3922,-4.6211,-0.90912
-0.739207,-1.13074,-1.12582,-0.320718
-0.156344,0.0956285,0.255201,0.0424326
-84.8868,-43.1707,-8.78113,0.555821
0.487734,0.303276,-2.69782,-0.212196
-0.184979,1.72404,0.154686,2.59626
-0.702453,-0.880109,1.44021,0.453424
0.232254,0.0833813,0.39166,0.0779497
-0.0596085,-0.303675,-0.621723,0.0510932
1.76531,-2.80345,-0.697427,0.181209
-0.59237,-0.229635,-1.04526,-0.651319
0.136595,-0.281503,0.79737,0.57276
-0.486656,-0.144004,-0.525175,0.728656
-2.36224,4.13632,0.978944,0.381747
-1.77552,0.403982,-0.405597,0.724464
-0.225397,0.0395665,-0.0626233,-35.6845
0.994443,-501.386,-102.329,-8.90949
0.011773,0.105678,-34.3843,-3.41118
0.458864,-3.44396,-0.326838,0.660044
-1.70622,-0.84689,-0.847633,-0.816814
2.09485,-0.477536,0.284695,-0.181867
0.731878,0.164623,1.00519,0.156074
4.88846,2.38305,0.0100131,3.1328
0.688496,0.692632,0.079691,-2.38534
0.350183,-3.12234,-0.903571,-0.32811
-2.24361,-0.249932,-0.627971,-0.146513
-6.48595,-2.5183,-1.30737,8.79461
-0.745568,-0.672505,-0.71559,-0.590466
1.54297,0.838661,-1.52389,-1.14538
2.58804,-1.93375,2.72839,0.087554
0.415768,0.692101,-0.0558146,0.392278
-0.666699,0.390219,-1.2175,-0.451684
-0.314202,-0.360712,-3.26133,1.02999
1.31109,0.780326,-1.544,-1.08935
2.07694,0.421879,-3.72681,2.21489
-4.8954,-2.09503,-0.539494,-0.85508
10.1721,4.93073,1.41328,0.411217
-0.291422,0.444629,-0.151785,2.25584
-0.00530537,-1.21897,1.26067,0.0192954
0.316793,0.954513,0.059585,1.47036
0.548476,-32.4435,-7.2618,-1.9065
-27.7911,-27.5886,-5.25752,-9.78062
0.494831,0.696945,-2.49212,-12.7473
-1.43289,-5.30534,-2.61121,0.2062
0.501163,0.511482,0.848248,2.34109
-0.110167,-0.129712,1.8682,-3.05426
-0.336434,0.133731,6.79486,0.863576
-2.16336,-0.94365,-0.298478,0.496802
-2.70566,-1.03131,-3.42632,-0.467276
-1.82505,-0.628569,-0.661182,0.739466
36.6222,19.477,3.2662,0.275905
0.974043,0.675433,-1.45751,0.459566
-3.66294,-0.839638,-0.843263,-0.288452
1.0118,0.9469,0.643838,9.69154
0.241304,-0.296806,-0.30578,-0.793775
-2.0891,-0.637271,-0.376176,-0.351351
-14.7673,-6.59722,1.6498,-2.12054
10.7501,4.25685,0.726853,-1.26424
-1.5526,-0.313555,-4.46046,-0.125459
1.17135,-1.5691,-0.907818,1.38388
-0.0642485,-1.29898,-0.690922,-0.779241
-1.22458,-1.82549,-1.44237,0.462251
-5.11492,-1.63269,-2.62133,-0.140495
-1.7335,-2.40674,-0.91068,0.563476
1.02379,0.984429,0.315957,-1.68352
-1.24732,0.0200988,-0.229489,7.86036
10.4406,4.18345,1.21949,0.395899
2.67668,0.209148,-1.31298,-8.41348
1.92366,2.95696,1.03826,-0.879566
-0.228859,-0.00546031,0.00641029,-6.13536
0.118881,0.138335,-0.747879,6.50583
-1.04599,-2.60834,-0.540948,0.272631
0.48171,-0.262463,1.20522,0.939698
0.0736489,-0.0863417,-47.4809,-5.8986
-0.568075,-0.695037,-0.675264,0.354913
0.658679,0.366911,-2.25923,-9.61394
0.465026,0.527822,0.677186,-3.70828
0.277486,-0.0127013,0.539124,0.0609254
0.993423,-0.135407,-1.10847,2.04181
-0.307269,-0.443336,-1.43486,-0.0683367
-2.53066,-1.23816,0.379835,0.429894
-0.491893,0.661382,0.426912,1.91153
-0.79489,7.87793,2.01969,0.00865644
-2.27837,-2.84192,-0.448285,2.14064
-2.28674,-2.13539,-24.7112,-2.26287
-1.36023,0.21225,-0.375299,-0.00301282
-0.214838,0.211653,-0.454543,3.40683
0.378302,0.183762,0.879393,0.0114526
-2.59118,-1.65759,2.02281,-0.794339
-2.6389,-1.48235,1.561,1.56445
0.587283,0.338427,0.739952,-1.93085
1.25703,-0.886572,2.38663,0.215155
0.317991,0.697383,-2.36353,-0.403696
-0.287035,0.55052,-9.14005,-0.628132
1.14859,0.259424,-1.75288,-1.03711
-3.61084,-1.96613,-0.492735,1.29487
0.988845,0.438575,-0.705795,0.663902
-0.231502,-0.11155,0.479048,2.53518
-24.6367,-14.9984,-3.50814,-0.188112
7.90759,4.44855,-3.78416,1.11058
-1.02698,-0.356033,16.9741,1.14162
5.34312,2.33444,0.50759,0.541364
-0.421133,-0.093879,1.32929,-0.676385
-74.0899,-39.3462,-9.73867,0.689208
-0.954285,0.416457,0.355189,3.62729
0.137133,-9.34987,-1.40191,1.77517
-0.352966,-0.149185,0.118464,-0.109041
1.07085,1.49426,-0.640734,0.296673
4.407,1.87009,-7.99741,-1.97085
0.856585,-0.133842,0.0826802,-0.383907
1.10296,0.661399,0.376558,-2.46191
0.511711,0.0524621,-2.86105,1.71601
-1.02257,-0.707038,1.77775,0.00850511
3.39827,1.96421,7.16355,0.407043
-0.667147,-1.05154,-0.604737,-1.59435
-8.4074,-3.7668,-1.01978,-0.600791
0.457024,1.16333,0.880055,1.82797
-1.73021,-0.864636,-0.842673,-0.216048
-0.236704,0.711657,-0.438967,0.574774
3.8087,1.79214,0.166624,1.20997
-1.66675,-0.511683,1.84147,-1.91698
2.45572,0.853241,1.17336,-0.124134
0.412371,1.01135,0.596269,-0.0976001
-1.18184,-0.890862,2.6768,0.668711
1.00986,2.67371,9.84193,-5.65477
-6.47687,-2.55712,1.75943,-0.260852
-0.609954,-10.0466,-2.55725,-0.959707
-1.12468,-0.379117,-4.096,0.861834
-2.57018,-0.741457,0.850884,2.63631
0.215135,-0.40496,-0.0174765,0.248691
-0.146692,-0.540264,-0.990127,-1.05655
-4.0192,-2.06094,-1.03209,-1.23949
-3.61799,-1.88183,-0.141205,0.552396
-3.22323,-1.33172,-0.302925,0.699028
-336.554,-167.65,-32.5167,-2.0655
2.12337,0.804221,-0.193888,1.25733
1.83584,0.303837,0.238657,-0.238428
2.4605,1.16431,0.10151,0.746681
-1.80724,-0.476551,0.138236,-0.594736
-0.611829,-0.590735,0.173675,-0.0160551
0.661643,0.543593,1.82,2.9208
-1.55883,-4.41861,-0.242243,1.03737
-1.99752,-0.698722,-1.90073,-3.03267
0.450051,0.315332,2.3378,0.435293
-3.47457,-1.46571,0.00574503,-2.44373
0.457904,0.549662,4.0742,1.19335
-0.624813,-0.131875,-1.8819,-0.642548
-1.41137,-1.61639,-0.363666,-0.130865
-0.27441,3.98691,-1.23745,-0.544469
-1.5111,-1.0912,0.0164296,-0.246471
0.932875,-1.7264,2.14103,0.508055
-5.29475,-1.99756,-4.49108,-11.3533
-1.43857,-0.729032,-1.01388,-1.23798
3.75588,1.98325,16.6691,2.2208
0.900718,1.62994,0.177939,-3.25246
2.16051,-0.876776,1.67498,0.161189
-0.706882,-2.32349,-2.27132,-4.51474
0.00232966,0.379725,-0.509973,1.51568
0.572732,-0.116117,-2.13067,-0.209922
1.60562,-0.989201,1.24605,-2.40995
4.77301,-6.01533,-1.18694,8.33998
-0.0489932,0.362917,0.986651,-2.7367
-0.199242,8.82472,7.00183,2.38374
1.14135,-0.0853179,1.28404,-0.4469
0.650137,0.0635319,0.685257,0.801894
-1.55239,-1.34695,0.0193974,-0.6878
3.11582,1.77444,-0.0159054,0.0208565
0.760006,0.372846,-0.0522619,17.5
0.637989,1.16171,0.251624,-1.4214
-0.317918,0.0978593,0.0133703,1.5471
1.17792,0.510687,3.47761,8.91882
2.57848,2.67969,-0.669863,0.0540061
-3.894,-2.26442,-0.372036,-0.0571652
1.02788,11.5636,3.15122,0.447899
-1.47366,-0.516956,-0.106172,-0.0964267
2.96419,1.1659,-0.362811,1.30516
1.39987,0.78851,7.14595,1.57971
1.23026,1.33126,1.69003,0.427156
-0.113694,1.98121,0.11752,-2.942
1.35768,-0.196264,-0.0191223,-1.00527
2.86224,-10.0044,78.7298,6.96841
0.547604,5.69171,1.70096,-0.332865
-0.954536,-0.913771,-2.6534,-4.0274
0.654573,-3.35931,-0.298138,-4.38297
-0.485478,1.61232,0.8439,-2.78744
0.672172,0.0855632,0.743747,-0.504564
0.669249,1.29315,0.772516,-0.284168
1.32253,0.516703,-0.298493,21.1494
1.84143,18.9606,13.6164,0.42264
-0.483579,-0.608343,0.884015,2.50572
0.147571,-0.253705,0.0399289,-0.711734
0.248742,3.01378,-0.278368,-2.44501
-7.15017,-5.25885,-5.52618,-0.690581
-1.59811,-3.57993,1.28226,1.42219
-1.16049,-0.208745,3.32075,0.32336
0.993529,-0.238742,1.2334,-0.085903
-1.51162,-1.19123,-0.112536,-2.49178
-4.50061,-0.992605,-0.96422,-1.70669
-0.0786715,0.348512,4.95145,2.1578
1.36911,0.574972,0.77993,0.229904
-0.162782,-0.207477,-3.77088,-0.312478
0.0145125,-3.15829,-0.430294,-0.184469
0.31424,0.928607,3.64323,1.30868
11.4358,5.34604,0.126539,-0.626775
0.837124,-2.04942,0.217609,-0.0579363
-1.54684,-0.708913,-0.635053,-0.506198
-1.23511,-3.89926,-0.0656117,0.120125
-1.45823,-4.89639,-1.45248,-6.47005
0.115184,-0.0784511,0.097215,0.50449
-0.124619,0.00841728,-1.81585,-0.109011
-1.1899,-0.153904,0.0475789,1.23381
4.43206,14.0182,-0.314284,-0.0565136
0.152902,-0.26093,0.830353,-2.87289
-0.800818,-0.248637,0.694892,0.53684
-43.2864,-23.0977,-20.4594,-1.45832
0.0470405,-0.983796,-0.349695,1.34751
-0.190531,-1.76876,0.801693,-7.14454
2.32507,1.16389,0.0891924,1.56344
0.41157,-0.77492,-0.182474,1.8755
2.25017,0.986045,0.445875,22.7075
0.35843,-2.16697,0.759593,-1.97673
2.19015,2.04466,-5.55083,-0.174598
11.8601,5.84585,12.0855,0.610192
-1.98489,-1.17846,-1.0557,-1.14728
0.0308519,0.23883,-1.81414,0.472609
-1.09966,-1.10149,-2.55488,-0.310057
0.458763,0.175773,0.575212,-167.77
-0.569859,-0.769266,0.427269,0.903261
-32.9167,-16.1364,-4.46827,3.46222
0.487282,-2.51033,-0.912523,-0.78802
-0.0547726,-1.49737,-272.315,-32.0295
-1.51988,-0.303697,-0.455854,-0.323019
0.474667,0.00188912,-0.15529,0.781236
0.0569938,5.87046,0.864116,-1.64796
0.497463,1.13102,-160.18,-15.8246
0.358397,0.233191,-0.0247176,1.90372
-3.04911,-0.749705,0.568508,16.5201
0.262027,1.07271,0.384672,0.910458
-14.8338,-7.72681,-4.13328,1.15615
4.36722,1.85287,0.286662,-0.237931
2.39343,-4.77463,6.24734,0.48465
-3.46126,-1.97456,-0.54513,0.0180071
2.04316,1.96071,-0.320208,-0.392284
-30.4359,-14.9847,-3.57789,-2.05871
-0.528081,-0.691238,-0.00703115,-2.19952
-0.0104907,-5.56912,1.21967,0.753668
0.298349,-0.0464745,-0.00668995,0.534118
1.25135,1.85493,5.90862,15.9062
-0.897121,-0.541987,1.58421,0.822242
1.46909,1.98792,2.11123,0.414327
0.197179,0.539537,0.957955,1.38977
-2.49641,-1.19402,4.82796,-0.272626
6.36247,3.4329,0.676663,2.39031
-0.454579,-0.344928,0.0317318,-0.199005
0.457416,0.189249,-7.73697,-1.97639
0.192266,190.242,38.703,2.58858
-7.09799,-3.71192,-0.072005,0.0131084
-0.899947,-0.840892,0.00337325,-0.295771
-0.073046,-0.799693,-0.573985,-0.642145
3.25561,0.791885,0.396731,0.0433563
-0.84313,0.252796,1.38152,0.897887
-1.0185,-2.19582,-0.732511,-0.936526
-0.0623522,0.284439,-3.86664,-4.6297
-2.03931,2.56267,0.51157,-0.697693
-20.6759,-7.53184,-2.40381,-1.09904
-1.82053,0.892605,0.459823,22.0598
-6.29878,-2.73482,0.407721,0.721022
0.827104,-1.27789,-0.273707,1.69195
-14.326,-8.25967,-1.78368,-0.978707
2.52595,62.9232,12.1265,1.71256
-0.712843,6.15893,1.53019,-0.518937
0.351756,-0.187372,0.0276645,1.12593
-0.889592,2.10968,-3.50716,0.375023
1.7244,4.02876,1.71001,-0.185439
1.68633,1.02209,0.63825,0.456135
-1.12001,-1.14986,0.127347,-17.1622
-1.64263,-0.316827,-2.19607,-7.9932
3.12045,0.686029,1.52937,0.283184
0.435452,-0.034926,-0.563622,-0.276459
0.638499,-0.800254,1.98454,0.487011
-2.13207,4.10375,-0.839871,0.129435
6.87612,3.76921,0.612772,5.35805
1.81151,0.730528,1.67061,0.373689
-1.15072,0.706778,0.582249,-0.454309
0.946052,0.178137,5.05866,0.675804
0.899365,-0.0797657,1.10665,0.670865
-0.500647,4.60089,0.213613,-1.43124
0.502398,-1.82201,-3.31537,-22.4766
-0.154525,0.0200056,-3.99635,-0.903176
-0.520081,0.0481366,-0.184025,-0.8835
18.6697,13.2488,4.76014,0.995941
-0.615829,2.92374,-0.0762768,1.37323
-0.971087,1.37395,-1.31096,-0.471284
-2.76267,-1.36168,-0.392455,0.151745
-0.951715,-0.637619,0.374452,-0.585091
0.426398,2.21205,0.0880055,-7.95411
-11.5397,-5.3662,-1.59669,3.47514
10.2105,6.1294,1.49713,0.476926
-0.0976511,-0.750087,-28.5134,-2.55581
0.251171,-0.297033,3.71928,-0.240333
-7.16028,-3.60846,2.28764,0.334589
-0.949244,-0.677867,-2.43011,1377.53
-2.98617,1.70399,0.889643,0.180268
-0.949916,-22.6222,3.15811,0.222529
-0.0578469,0.547947,0.388259,1.80823
-9.28187,-4.46638,-0.728578,-0.210179
-0.930165,-1.10653,4.95138,8.92052
46.6096,22.7757,0.0633694,-9.75006
-0.790687,-0.706513,-1.23046,5.76737
0.809812,-0.0936934,-1.23214,-1.76344
-1.43547,-7.74195,-1.80848,-1.60155
1.16786,0.0962261,0.990484,-0.290373
-0.846326,-0.288041,0.514021,-0.581361
-0.76358,0.170168,0.709132,0.368488
0.16663,-1.25347,-0.668006,24.2403
4.14336,2.13702,0.953578,15.7494
1.70384,0.415808,-1.43557,0.0891287
1.52828,2.78792,0.453115,-6.83958
-0.0068455,0.118216,-87.4823,-9.37172
-0.0187296,2.02134,0.554402,0.216581
-5.30947,-11.4803,-3.44143,131.104
-0.157397,0.0401108,-0.514999,-1.22122
-0.945297,-0.65393,0.953447,-1.20511
-0.377746,-1.09793,0.158987,5.2239
1.29398,1.09691,0.210965,1.77657
1.34845,0.439987,-2.57059,0.0519932
-0.843222,-0.174894,-1.02071,-1.82391
0.684335,-2.41541,0.616013,-4.58592
-0.884392,0.149202,0.274835,0.85851
0.959394,0.609328,-2.30477,-0.598723
0.133173,0.851191,-14.0373,-1.3655
-1.02584,-0.463993,-0.230744,-5.96973
3.70221,1.91194,0.535645,0.112892
0.275383,3.39756,-1.9637,0.158705
-1.03908,1.87787,-2.15019,-1.97188
2.41318,1.40201,0.0156397,8.46665
-15.8623,-7.8748,-1.15516,2.83687
0.535159,0.241092,1.19431,-0.31612
-0.503029,13.1416,4.56667,0.946192
-0.553778,1.28608,2.06149,0.495668
0.921538,0.659345,0.632096,2.9475
-1.29943,-1.34741,-6.97801,-4.34676
-1.05032,-0.568843,-0.509604,-1.33153
-0.10952,-0.360681,-0.579923,-0.789016
-0.988113,-0.646847,0.148642,0.00319776
1.3038,2.5648,1.278,0.433841
39.0707,19.2848,0.351517,-0.0640516
-0.140504,1.29879,-7.98081,-1.26891
-0.06709,-0.0203109,-0.740297,21.7492
2.19744,2.09937,6.57411,0.314809
-0.157858,-0.334836,-0.750141,-1.09468
2.21901,0.315638,-0.877748,-0.185728
-1.78619,-0.501689,0.0547161,-0.594788
2.68536,0.645929,-0.161377,-0.0926273
0.787424,1.69154,-4.83599,-0.0381815
-1.0359,-1.07791,-0.707439,0.15326
1.01029,0.750823,-2.78517,-0.480463
0.452375,0.228198,-0.370739,0.205103
-2.84208,-1.39194,6.46157,0.577428
4.74562,2.71461,-0.222714,0.0289815
3.3247,0.0197148,-0.541727,1.22344
14.5446,19.0676,3.62959,4.58036
-0.628192,-0.730493,-0.2552,0.429224
-39.2344,-19.1431,-3.48613,-2.17659
-20.8719,-10.4004,0.0797004,-4.54269
2.07816,1.18623,3.64019,0.712995
1.11053,0.843468,1.03656,-2.77675
2.07015,1.7316,0.400913,1.94374
0.236056,2.40239,0.123189,-0.070541
0.817078,2.57287,2.94271,0.895616
1.61711,1.30277,0.474422,-1.58149
-0.332018,-0.261985,-0.7497,1.72149
1.51612,0.987101,-1.68524,0.14006
-2.32509,0.420163,0.724895,3.92111
-4.84384,-3.34993,-2.50583,0.198435
-0.274547,-0.141175,0.168395,-0.421002
-0.215208,-2.05853,-0.204589,-1.15975
1.7429,0.249385,-0.0682542,4.06962
-3.89015,-2.17876,4.21132,0.932457
-45.7802,-21.3531,-5.06983,-1.04041
1.28687,0.191986,-0.404433,0.870105
13.4312,6.66589,-5.12529,-1.53536
-13.7743,-10.3747,-2.83971,-0.527627
0.515202,-1.00971,0.915543,-3.49766
-0.138269,2.38826,-0.373534,0.922863
0.949072,-0.924504,-1.16948,3.3857
-0.0243675,5.83587,1.25059,8.65272
2.15193,1.68209,14.884,1.69421
-0.122619,-2.35119,-1.49753,-0.720981
-1.83038,1.57686,2.91868,0.459375
2.23898,0.197595,-2.97866,-1.63856
5.17791,2.37601,-1.68557,39.9475
-2.60287,-0.51731,0.0857872,-0.0510345
-0.71633,-0.528784,-0.538947,-0.290245
0.775134,0.798609,2.4944,0.843135
1.48804,0.827789,0.166027,-3.30091
1.24895,0.619478,-0.0812158,0.67216
0.442924,0.025414,-0.362591,-0.734116
-0.4424,-0.719124,-1.09074,-0.161164
-0.179238,-7.50138,-0.966237,0.429532
-0.147954,0.229317,1.18185,3.61517
0.88862,1.10394,-0.244896,0.494676
-0.463987,-2.26071,-1.37572,0.60969
1.56806,0.665847,0.758776,0.0521846
-0.0477852,-4.12223,1.2776,-0.345566
-1.91646,-0.875284,-0.00455914,-2.27825
0.801617,-0.171574,2.88692,1.88109
21.5669,10.4105,1.25347,0.784157
-0.274663,-1.84614,-1.00991,-0.91333
0.529109,-0.077307,-0.773218,-0.159833
1.46866,0.735902,-0.992447,0.176269
-2.03484,-1.07055,2.49851,0.38838
-1.8967,-1.38133,-1.14213,0.312753
0.103173,0.181151,-0.825849,-6.1991
3.24021,1.52946,0.581727,-2.82461
-0.715802,6.1358,2.68973,1.86073
-0.0775076,0.221949,0.29688,2.12096
-0.662611,-0.284472,-2.23198,-3.56171
4.28131,2.35141,1.04074,-0.510046
-0.206231,1.64096,0.158497,2.13842
-2.18883,-0.59999,0.859238,6.17198
0.139948,-1.20195,1.61934,-0.65983
0.521252,-2.62161,-6.82139,0.127355
0.769996,-0.403386,-0.137586,0.312469
0.0760025,0.195911,-1.53689,-1.87927
3.7012,2.98803,1.0159,1.12062
3.03856,-1.87552,-0.588097,-0.0668375
0.738036,0.686613,-0.0137411,6.62032
-1.66496,-0.51048,-0.728123,2.4575
-0.0861632,2.34005,0.769483,0.789322
1.76126,0.832492,-0.624053,0.240258
-1.9039,0.0411618,41.9019,-4.06816
-11.8555,-5.24723,-3.67865,-2.34645
-2.14037,-0.570157,0.0443056,-23.0405
-6.65002,-3.06542,-0.920363,0.710768
-1.28344,-2.58874,-0.318731,-0.737564
1.64895,0.791721,1.25331,0.792029
-0.653378,2.32056,-0.424155,0.671312
-0.161192,0.847898,0.124905,0.370438
0.622852,2.66841,2.15067,1.27133
-0.119679,-2.22732,-2.61793,-2.0691
1.20424,1.09213,-0.229904,-0.14865
0.636364,0.403351,-0.360774,-45.7184
-0.967415,-0.107402,-0.0666133,-35.9897
0.657436,-1.89126,-0.724331,-3.10828
0.446237,0.547023,0.327921,3.05557
-3.24437,-1.35636,-0.459006,22.5152
-0.911519,-0.979269,-5.81221,-1.23089
-10.1605,-4.3848,0.176758,4.46129
0.159656,0.343396,1.44879,0.509248
8.18111,4.18833,1.26878,-2.57904
1.83944,0.974352,0.602544,-1.14605
-0.608345,-2.43837,-2.52435,-0.26401
-6.94075,-3.93556,0.63586,-2.52876
29.0803,14.3047,3.37929,0.530167
-3.03915,-5.5959,-1.31502,4.59473
0.473016,1.4994,0.257085,-0.00931188
-10.746,-5.34638,-14.2803,-1.21039
1.42761,0.197256,1.74384,0.222348
-0.923806,-1.06046,0.91003,1.15141
-4.91983,-1.89176,-0.766211,-0.120603
-0.408668,0.166631,-0.438916,0.681677
-0.0271534,-1.63175,-0.177646,3.18026
-1.18754,-0.98622,13.4725,0.848144
-1.84259,5.88606,5.31706,0.36933
1.02143,0.665534,-2.11227,1.90834
1.36061,0.77098,-0.262216,0.102234
0.242372,0.25206,-3.00723,-2.69616
-0.101332,1.67821,10.0119,1.15344
-0.154522,0.522893,-1.42096,0.104865
-1.77889,-0.928466,-0.723114,2.46036
0.213257,0.309686,-1.37568,28.1773
5.55899,1.53797,0.897731,0.0834045
-0.122742,-0.466885,0.997547,0.196565
-2.18758,-5.96621,-1.64222,-0.740375
13.3494,6.24449,1.29889,1.35493
0.523872,-0.0365986,1.88933,5.79443
0.116651,-0.396216,0.672132,0.539585
-0.533931,-0.357218,-0.961062,-6.34209
-0.253976,33.9474,3.98191,-0.355769
0.507467,0.43831,-0.761898,0.99816
-0.0418125,4.3179,0.173157,0.411166
0.304578,0.236565,-0.769083,-2.64153
-4.42278,-1.89655,-0.262002,6.84305
-0.519017,-0.4444,1.4259,-10.4631
-0.207004,0.154263,-9.87379,9.9228
-0.970369,-1.17058,0.0373046,2.15533
-0.886966,-5.95106,-5.68835,5.44855
-0.720237,-0.898532,1.54545,1.51875
-0.730491,0.40617,0.383708,-2.12354
0.0338472,0.347373,-0.101465,-0.610927
-6.49586,2.14103,-31.8356,-1.72124
0.858213,-0.115552,3.4324,1.77673
-1.20743,-0.983348,-6.88335,0.265196
0.406234,-0.467468,-1.30413,0.33664
-8.21614,-6.64537,-2.47522,-3.53606
0.488156,1.07207,-0.0286356,0.697829
-1.45449,-0.615102,-0.845119,-0.809988
1.41284,0.85216,-0.00313364,14.8771
1.00764,0.313585,-1.16865,-8.43423
-12.6836,-4.86958,-3.39877,-0.404982
0.428615,-16.6599,2.98982,0.940276
1.69523,0.288039,0.42699,-1.47606
0.956855,1.86071,1.88541,-1.52101
1.13002,-0.789496,-0.502618,-47.1585
-2.55178,-2.00073,-1.18064,0.373127
-70.2291,-35.1205,-6.48246,-1.09798
0.472684,0.554015,0.843236,0.0872951
4.3935,1.26114,6.29004,0.102628
-3.21821,-2.80723,-1.26387,6.59451
0.281121,0.179633,-1.0659,-3.18138
0.0786531,-0.655891,16.1853,-1.95077
-42.2543,-19.1739,-4.42775,0.280254
0.645401,0.377648,0.242839,-0.621552
-0.652814,0.179927,2.4918,-0.961899
0.573637,0.982019,0.600268,-4.38164
0.854869,0.0681119,-0.067477,1.61716
-0.193488,4.3007,1.41562,-0.0765805
-2.38108,15.8684,2.14372,1.08442
-3.17654,-1.22779,-44.9123,-4.32706
-3.00131,-1.19458,2.79835,3.01111
-0.906878,1.47835,7.15929,0.618832
0.709089,0.264243,0.749,-0.620188
-11.2386,-5.1821,-1.7571,-0.190692
-1.0688,-0.276862,0.115528,14.7535
-1.43878,-0.135274,2.12336,-0.0583514
4.10193,2.02878,1.36014,-5.65171
0.259981,3.31119,0.323242,-0.514322
0.521258,-0.314302,-1.28467,1.66254
-0.655056,-0.0361133,-0.517549,0.302698
9.03102,4.64508,1.32393,0.102015
1.88937,0.989037,-0.354907,-6.83036
0.124155,2.08368,7.90724,1.96619
0.296056,-1.14555,-0.247465,-2.18996
5.22249,1.72318,-0.272438,0.482678
0.970441,1.79959,0.187889,3.04043
1.704,-30.3058,1.83954,0.23065
1.16664,0.712508,2.31965,0.760601
4.5282,3.33359,0.877044,-0.687357
0.780456,0.547471,143.852,14.3684
-0.276853,-0.276536,1.52799,5.69716
-1.41264,-0.378117,-2.34986,-1.23859
-0.374556,1.21832,1.64615,0.162049
0.476467,-7.57196,-1.90451,-0.917589
-0.425238,-0.251929,-0.230902,-3.31842
0.548441,0.0325969,-1.7625,0.696756
0.146238,25.2549,5.86087,0.327878
