N=1,N=2,N=10,N=100
0.339167,0.560288,0.523649,0.466468
0.363742,0.633097,0.464949,0.504844
0.550712,0.404057,0.467722,0.473924
0.839778,0.771075,0.552272,0.535639
0.505438,0.745998,0.65006,0.509697
0.876268,0.782055,0.569246,0.491451
0.44398,0.385591,0.497031,0.499598
0.687804,0.74526,0.568379,0.499919
0.697527,0.595071,0.447052,0.516244
0.148207,0.30555,0.297021,0.508317
0.476167,0.687791,0.575671,0.446463
0.313598,0.553837,0.497811,0.482769
0.910473,0.496533,0.481744,0.510762
0.929125,0.863274,0.513532,0.475112
0.628956,0.66888,0.60865,0.529532
0.0252572,0.328592,0.604271,0.502765
0.534919,0.635971,0.51112,0.539722
0.309137,0.342611,0.458972,0.51727
0.764574,0.435179,0.490054,0.495456
0.593617,0.605727,0.632727,0.577339
0.064148,0.266471,0.604366,0.554522
0.9812,0.500847,0.465322,0.474542
0.01709,0.236435,0.330632,0.483424
0.932213,0.778007,0.635819,0.503902
0.683307,0.693168,0.678048,0.511792
0.696166,0.379592,0.382143,0.48116
0.280752,0.379444,0.577905,0.502715
0.872336,0.49881,0.463877,0.51304
0.545532,0.330797,0.553505,0.499677
0.0902574,0.100801,0.470676,0.505628
0.350062,0.519373,0.63819,0.513869
0.962862,0.647453,0.577945,0.483719
0.0396486,0.193623,0.345833,0.461263
0.564678,0.653753,0.525627,0.530187
0.766269,0.688136,0.609893,0.506468
0.724554,0.465176,0.345175,0.440204
0.854129,0.677111,0.493838,0.482357
0.397027,0.282379,0.384011,0.505494
0.924977,0.919208,0.63746,0.501084
0.288521,0.471152,0.475966,0.525604
0.142011,0.490723,0.540331,0.472192
0.764219,0.582304,0.48044,0.503156
0.499538,0.328248,0.39536,0.492135
0.848514,0.767905,0.662233,0.518262
0.591454,0.601214,0.672138,0.471606
0.856586,0.916979,0.608208,0.538269
0.734937,0.508908,0.611468,0.506748
0.856755,0.845506,0.776169,0.491853
0.706616,0.545799,0.629202,0.536082
0.762853,0.762283,0.545573,0.48462
0.666846,0.603203,0.639229,0.499322
0.392989,0.49392,0.58888,0.477486
0.103556,0.474565,0.392155,0.457895
0.305681,0.588966,0.506596,0.475487
0.820534,0.905816,0.387978,0.494539
0.636431,0.432886,0.568271,0.481144
0.125827,0.281517,0.357725,0.492568
0.507449,0.392307,0.575915,0.480019
0.444328,0.361713,0.420786,0.460863
0.870313,0.768702,0.415554,0.526646
0.584469,0.683608,0.611368,0.492512
0.865986,0.478367,0.486825,0.497648
0.832297,0.816447,0.529215,0.50551
0.948712,0.887287,0.599751,0.542811
0.927071,0.607151,0.506485,0.484331
0.119913,0.116204,0.302054,0.48624
0.790873,0.878517,0.494345,0.516498
0.655339,0.392896,0.549574,0.527375
0.640604,0.740979,0.659612,0.4491
0.683305,0.665435,0.456591,0.506055
0.804063,0.753169,0.543462,0.476404
0.883989,0.701867,0.462053,0.459815
0.192701,0.115723,0.370944,0.431208
0.42935,0.288511,0.421952,0.472446
0.951971,0.906999,0.511774,0.474445
0.0703366,0.400772,0.387281,0.474843
0.316081,0.568591,0.479583,0.47765
0.00269581,0.357087,0.451257,0.464714
0.137293,0.42275,0.318528,0.49299
0.80475,0.478348,0.548669,0.531088
0.940794,0.953023,0.562876,0.503665
0.340168,0.661856,0.664493,0.4791
0.674493,0.403666,0.366912,0.401059
0.0558364,0.0405799,0.358058,0.47287
0.578992,0.452586,0.589216,0.487572
0.579553,0.535225,0.333336,0.523812
0.796324,0.786781,0.477101,0.547742
0.934384,0.618311,0.485095,0.501778
0.466887,0.358501,0.433688,0.516463
0.0361223,0.496209,0.42491,0.468849
0.132412,0.424519,0.461848,0.487113
0.427399,0.676767,0.44022,0.450983
0.268612,0.170165,0.465934,0.521244
0.426608,0.526919,0.563855,0.518794
0.714556,0.793979,0.553963,0.494906
0.0319253,0.436346,0.53066,0.532477
0.646649,0.37804,0.519605,0.529609
0.0202866,0.0900098,0.272084,0.454012
0.563463,0.693283,0.595083,0.477806
0.718329,0.614076,0.548789,0.494723
0.503533,0.2883,0.452781,0.493269
0.896884,0.496479,0.545593,0.478737
0.411581,0.284358,0.29509,0.480207
0.152738,0.19509,0.352237,0.514365
0.199494,0.248593,0.508737,0.468501
0.990974,0.733172,0.527718,0.52444
0.616736,0.341527,0.571562,0.527895
0.608326,0.343516,0.49513,0.502066
0.550751,0.634308,0.386421,0.513283
0.102572,0.359391,0.63819,0.510336
0.821245,0.565284,0.578625,0.518445
0.495129,0.562137,0.569818,0.482749
0.913126,0.954708,0.530024,0.486022
0.553589,0.58196,0.617388,0.518325
0.411208,0.320642,0.434585,0.491863
0.938072,0.710211,0.318478,0.472886
0.155677,0.438314,0.647019,0.544769
0.66986,0.618137,0.345139,0.443646
0.33065,0.659395,0.557721,0.466513
0.332909,0.48882,0.473972,0.465616
0.829029,0.456915,0.564043,0.541844
0.768415,0.455743,0.493468,0.504266
0.305216,0.485713,0.419592,0.480778
0.309753,0.50312,0.489322,0.480966
0.333098,0.647574,0.429991,0.469197
0.829688,0.61988,0.572644,0.497016
0.0300932,0.224403,0.525266,0.52055
0.0338841,0.510872,0.515181,0.529602
0.388888,0.592002,0.675706,0.476155
0.534347,0.55562,0.529927,0.480544
0.376861,0.351248,0.429816,0.477954
0.273527,0.466632,0.484683,0.486981
0.619061,0.412689,0.539635,0.52578
0.844444,0.736032,0.66036,0.476045
0.173944,0.144768,0.400477,0.494655
0.164286,0.47096,0.465038,0.458995
0.54195,0.645151,0.468823,0.558018
0.808554,0.604928,0.689008,0.519316
0.615359,0.518797,0.333827,0.51834
0.0999195,0.234042,0.435249,0.497386
0.783713,0.74568,0.604631,0.483289
0.770604,0.463697,0.484003,0.466978
0.852456,0.795249,0.537376,0.524719
0.679144,0.663091,0.449332,0.473723
0.813321,0.593963,0.36254,0.458857
0.662081,0.411614,0.559774,0.51416
0.823317,0.776436,0.584934,0.500962
0.138161,0.182894,0.444401,0.475176
0.00505592,0.34995,0.615422,0.504312
0.557295,0.448981,0.429841,0.470076
0.874521,0.476328,0.455131,0.504319
0.198586,0.398901,0.453008,0.471484
0.333206,0.524348,0.489657,0.502546
0.171394,0.352493,0.468537,0.54085
0.229956,0.370126,0.46247,0.525488
0.760466,0.712205,0.579102,0.517334
0.503662,0.622108,0.483462,0.494051
0.480813,0.432188,0.641052,0.547214
0.861357,0.52151,0.39028,0.47048
0.370087,0.495811,0.49699,0.516771
0.827079,0.718293,0.416818,0.469339
0.145853,0.279373,0.361152,0.47495
0.815271,0.446958,0.534954,0.475706
0.89224,0.941558,0.632666,0.497028
0.63831,0.325681,0.522351,0.507896
0.915065,0.614881,0.535965,0.543123
0.551132,0.576497,0.470831,0.503679
0.316648,0.187064,0.486892,0.467904
0.566792,0.413508,0.486576,0.458583
0.691133,0.347057,0.357198,0.440463
0.345124,0.67026,0.445123,0.513278
0.128233,0.332081,0.459402,0.556656
0.462566,0.436692,0.350832,0.485124
0.437952,0.448824,0.39817,0.489179
0.314534,0.550239,0.512229,0.498507
0.170915,0.453629,0.4336,0.50442
0.282629,0.234943,0.481334,0.44389
0.60857,0.763225,0.576024,0.475692
0.117276,0.506585,0.416842,0.481756
0.434626,0.229284,0.481135,0.481472
0.7423,0.661116,0.617672,0.526524
0.273696,0.346799,0.538505,0.491721
0.881266,0.737858,0.435203,0.507981
0.695235,0.777992,0.545725,0.485541
0.0362868,0.298183,0.509161,0.471242
0.630458,0.460183,0.434673,0.455898
0.418357,0.684574,0.483887,0.547608
0.437056,0.327789,0.465596,0.528033
0.434143,0.624213,0.648411,0.517941
0.0710949,0.315295,0.428921,0.471236
0.27749,0.615449,0.505491,0.473364
0.987649,0.819808,0.493934,0.525832
0.0548014,0.484715,0.511479,0.49015
0.491274,0.688494,0.517686,0.490596
0.691778,0.825693,0.540606,0.444592
0.294577,0.557923,0.476692,0.529261
0.624875,0.731733,0.413997,0.505682
0.01772,0.00907265,0.308216,0.445482
0.974198,0.806752,0.395436,0.438524
0.273825,0.513442,0.44716,0.441537
0.525407,0.38907,0.392634,0.441618
0.834843,0.532477,0.418773,0.508342
0.416571,0.246846,0.414453,0.529378
0.159562,0.394189,0.396649,0.493926
0.93176,0.702997,0.521282,0.467336
0.290052,0.207606,0.35965,0.435752
0.246533,0.221706,0.367454,0.486441
0.784927,0.587374,0.680678,0.513127
0.351335,0.437847,0.57133,0.503903
0.957443,0.847588,0.554366,0.543881
0.697174,0.434861,0.460395,0.509832
0.22354,0.585614,0.520031,0.472844
0.363806,0.275852,0.525404,0.487913
0.839551,0.713396,0.46043,0.501229
0.744034,0.86687,0.479383,0.457278
0.721416,0.505483,0.556065,0.504646
0.868551,0.680601,0.553951,0.525775
0.386844,0.619675,0.549038,0.539521
0.56415,0.692854,0.477197,0.459805
0.348969,0.30797,0.519636,0.45416
0.643977,0.583503,0.764039,0.549239
0.514666,0.672166,0.703075,0.525206
0.27183,0.327725,0.411708,0.537114
0.3028,0.330209,0.37303,0.49433
0.523424,0.752615,0.429747,0.50866
0.297287,0.246099,0.492811,0.492424
0.985849,0.958465,0.545585,0.526369
0.286951,0.237873,0.38426,0.456028
0.992329,0.703221,0.513526,0.467232
0.518783,0.31492,0.388651,0.466027
0.782761,0.422847,0.616652,0.519333
0.903313,0.507585,0.493117,0.437276
0.511344,0.50954,0.487899,0.494113
0.760399,0.738743,0.470324,0.512169
0.590997,0.793969,0.688274,0.527527
0.48088,0.54875,0.528342,0.48006
0.370095,0.376921,0.466876,0.521636
0.204109,0.121888,0.591883,0.508398
0.580449,0.52996,0.589149,0.461426
0.273531,0.574147,0.535292,0.489867
0.376265,0.333919,0.456464,0.50017
0.832046,0.848889,0.561887,0.481662
0.102231,0.548267,0.55188,0.529505
0.45603,0.328691,0.473486,0.573065
0.184697,0.403618,0.633644,0.520783
0.201492,0.408341,0.398146,0.501217
0.733292,0.583857,0.659696,0.529301
0.847932,0.785717,0.543393,0.511801
0.571191,0.613576,0.363186,0.506589
0.475122,0.613968,0.516403,0.529299
0.480574,0.690746,0.510708,0.512527
0.795081,0.420167,0.401849,0.492137
0.455703,0.703763,0.361686,0.509288
0.886181,0.832279,0.512322,0.503683
0.699408,0.746202,0.509067,0.47463
0.138389,0.168063,0.425465,0.488283
0.979603,0.891884,0.518188,0.508778
0.318282,0.326192,0.296168,0.441113
0.780833,0.817016,0.492403,0.471619
0.69958,0.681628,0.581414,0.468122
0.44172,0.55544,0.580783,0.514747
0.179525,0.323999,0.539542,0.499115
0.162512,0.247205,0.404915,0.507623
0.213596,0.489436,0.564964,0.476367
0.397817,0.689914,0.618538,0.422588
0.250602,0.423052,0.39355,0.498037
0.717955,0.826524,0.425492,0.467291
0.137339,0.170973,0.363132,0.453626
0.728222,0.502458,0.468149,0.452215
0.686603,0.437533,0.537794,0.514087
0.0787234,0.399169,0.36024,0.446405
0.264446,0.154972,0.50384,0.540761
0.978281,0.500448,0.474687,0.503344
0.852184,0.7997,0.619533,0.510577
0.944301,0.772037,0.508787,0.527081
0.575779,0.750901,0.64994,0.489209
0.776319,0.434297,0.335804,0.503324
0.169802,0.123967,0.442416,0.499319
0.934326,0.78192,0.613741,0.52915
0.255328,0.522985,0.597491,0.520707
0.633816,0.453876,0.658789,0.487024
0.660698,0.543203,0.564145,0.49642
0.0378712,0.381012,0.402676,0.487077
0.301197,0.616128,0.437655,0.494707
0.932459,0.837946,0.639831,0.504677
0.358318,0.426627,0.462451,0.506984
0.214452,0.600101,0.63203,0.483006
0.661377,0.643119,0.541595,0.548715
0.402783,0.65596,0.574886,0.5031
0.273857,0.588665,0.428756,0.51585
0.201461,0.248825,0.342274,0.496185
0.323984,0.242486,0.427743,0.485675
0.89907,0.721606,0.7115,0.503945
0.093612,0.0981488,0.448892,0.441648
0.0827082,0.212353,0.433737,0.483511
0.291652,0.416386,0.470817,0.499372
0.7752,0.697484,0.550979,0.570913
0.287837,0.297235,0.430257,0.437229
0.672757,0.703889,0.472465,0.490078
0.869771,0.757894,0.511962,0.472381
0.666144,0.710272,0.510274,0.513359
0.810786,0.639414,0.434788,0.483863
0.271743,0.332357,0.535476,0.469804
0.198255,0.177074,0.529388,0.516735
0.979784,0.835769,0.452962,0.491478
0.0716245,0.455984,0.377105,0.513744
0.845367,0.84464,0.604805,0.496205
0.456521,0.235205,0.428881,0.516594
0.903748,0.813187,0.498687,0.470511
0.355909,0.26037,0.447234,0.463635
0.184744,0.401766,0.419692,0.498841
0.671387,0.696532,0.413562,0.471804
0.231943,0.348065,0.520445,0.501037
0.377311,0.199657,0.517249,0.523896
0.100795,0.248396,0.29631,0.462938
0.557549,0.406927,0.592272,0.530335
0.815484,0.863178,0.539092,0.465856
0.139278,0.262716,0.391234,0.460992
0.207881,0.135001,0.524386,0.51482
0.320345,0.608827,0.585948,0.567893
0.942696,0.556823,0.524437,0.527961
0.786321,0.8543,0.65793,0.545024
0.351346,0.352099,0.450114,0.464335
0.850488,0.801822,0.691381,0.529444
0.452878,0.627855,0.512298,0.494353
0.62461,0.344473,0.505438,0.514852
0.233679,0.235928,0.454709,0.444725
0.240448,0.258281,0.461715,0.470125
0.888532,0.526836,0.546916,0.557936
0.991574,0.702766,0.65736,0.498496
0.293969,0.504926,0.538003,0.53795
0.0521856,0.303374,0.463071,0.431092
0.49071,0.592698,0.558064,0.463909
0.15418,0.326419,0.389752,0.459979
0.395336,0.286405,0.416434,0.451668
0.265908,0.468879,0.366673,0.513524
0.342213,0.43426,0.482268,0.523296
0.915593,0.672091,0.488262,0.456654
0.375045,0.192774,0.344824,0.581423
0.339546,0.630139,0.535839,0.553641
0.463282,0.416011,0.537481,0.480436
0.109891,0.30041,0.504828,0.525695
0.0119695,0.306709,0.371303,0.484638
0.308637,0.235552,0.467229,0.494648
0.164507,0.107503,0.460605,0.49865
0.664538,0.442746,0.673307,0.543199
0.466104,0.434625,0.434769,0.515793
0.356299,0.237964,0.44571,0.482218
0.46162,0.555752,0.617226,0.488721
0.410283,0.699566,0.443425,0.448833
0.744809,0.487836,0.614249,0.520706
0.782989,0.837338,0.67222,0.531901
0.856862,0.74,0.592949,0.499866
0.318192,0.479766,0.492404,0.506224
0.250481,0.350781,0.339538,0.487778
0.80572,0.644085,0.624007,0.488134
0.29162,0.568241,0.375687,0.506737
0.343483,0.290338,0.373648,0.477151
0.964323,0.595674,0.472494,0.499676
0.116444,0.372416,0.606615,0.499494
0.575015,0.774852,0.438305,0.470546
0.555869,0.485755,0.561878,0.458951
0.320917,0.402978,0.468365,0.49719
0.629271,0.673101,0.556993,0.472429
0.0931258,0.0787393,0.530969,0.502904
0.736083,0.58645,0.554057,0.520645
0.328279,0.547054,0.426516,0.495743
0.346222,0.215013,0.457101,0.539989
0.103545,0.461345,0.392596,0.485711
0.118274,0.27576,0.385522,0.491125
0.988084,0.806374,0.539935,0.469277
0.771195,0.624816,0.517391,0.552364
0.419945,0.423907,0.490767,0.51035
0.45797,0.684712,0.620658,0.520072
0.570749,0.657674,0.452901,0.522194
0.801843,0.894191,0.689535,0.516817
0.791353,0.583344,0.599482,0.499412
0.105288,0.0740255,0.47752,0.448119
0.800062,0.613409,0.436166,0.484853
0.529038,0.363963,0.367776,0.478983
0.780805,0.466132,0.424127,0.493027
0.263078,0.52271,0.445762,0.478209
0.502047,0.561901,0.489061,0.484006
0.87362,0.894506,0.538277,0.515691
0.448089,0.359563,0.383046,0.46797
0.109698,0.232623,0.457246,0.501489
0.772744,0.469543,0.577864,0.514766
0.490112,0.331802,0.435844,0.459991
0.641244,0.57974,0.555066,0.488446
0.966089,0.558376,0.568724,0.530102
0.219605,0.304443,0.419833,0.496165
0.867089,0.878538,0.667395,0.474098
0.201514,0.515708,0.602367,0.512193
0.186862,0.371952,0.515941,0.540697
0.33118,0.54087,0.522264,0.510184
0.0538944,0.47959,0.461556,0.486962
0.886443,0.809071,0.578078,0.541858
0.955064,0.871422,0.698557,0.537457
0.529789,0.6039,0.685951,0.498387
0.943379,0.831305,0.603749,0.49336
0.315794,0.528492,0.527951,0.47502
0.660316,0.443119,0.455258,0.465207
0.961862,0.613604,0.582434,0.541764
0.540366,0.623926,0.516158,0.49362
0.744988,0.698437,0.595513,0.530918
0.0400189,0.186661,0.488416,0.464571
0.580646,0.788189,0.614389,0.582102
0.145515,0.126548,0.241942,0.397582
0.970739,0.541535,0.540053,0.458742
0.763307,0.71219,0.597695,0.456156
0.575943,0.36544,0.568561,0.532259
0.884285,0.723979,0.49307,0.48379
0.173581,0.293954,0.376829,0.48477
0.637431,0.319195,0.481962,0.486341
0.705597,0.401845,0.370587,0.455429
0.510667,0.514883,0.521155,0.470209
0.00197566,0.453127,0.548866,0.480413
0.116277,0.166317,0.568887,0.485029
0.583393,0.308793,0.551111,0.473665
0.9154,0.580575,0.57066,0.520117
0.702677,0.817248,0.43972,0.466879
0.290686,0.541479,0.531599,0.511474
0.478064,0.485192,0.432545,0.511485
0.268327,0.533844,0.573853,0.5266
0.602058,0.675874,0.536586,0.502883
0.0402783,0.341745,0.651784,0.46529
0.678099,0.405911,0.545862,0.515021
0.224602,0.45718,0.346884,0.494353
0.743066,0.511036,0.553119,0.526542
0.526463,0.372264,0.488587,0.497176
0.97703,0.525397,0.586795,0.470349
0.124428,0.339785,0.346363,0.490926
0.982515,0.568217,0.621351,0.51472
0.706322,0.573685,0.512702,0.532093
0.333892,0.355861,0.520813,0.514952
0.616008,0.622735,0.545806,0.471268
0.353388,0.65658,0.562074,0.511172
0.0470557,0.287411,0.465028,0.50578
0.263543,0.579393,0.44625,0.53524
0.631403,0.461669,0.491333,0.477405
0.996839,0.537822,0.44306,0.45109
0.120674,0.16807,0.399246,0.479799
0.0115238,0.0533909,0.524968,0.494574
0.144986,0.316388,0.39599,0.536909
0.468591,0.26302,0.434505,0.511626
0.258632,0.352582,0.467728,0.48354
0.0681571,0.0686768,0.489922,0.538192
0.644174,0.476726,0.532062,0.524381
0.724405,0.816855,0.571059,0.490259
0.946079,0.495184,0.61011,0.515701
0.0765669,0.219668,0.638999,0.47592
0.742123,0.634083,0.68077,0.487809
0.58932,0.42858,0.629827,0.485127
0.13543,0.277806,0.503939,0.454644
0.689303,0.745989,0.524521,0.520742
0.862089,0.607984,0.498706,0.506006
0.0153362,0.409118,0.43371,0.497998
0.158928,0.50516,0.636752,0.508188
0.428266,0.70489,0.547773,0.468267
0.423119,0.337037,0.460396,0.489887
0.932248,0.873649,0.589459,0.511241
0.419895,0.393918,0.458964,0.526483
0.102609,0.333858,0.567928,0.452615
0.456784,0.243683,0.43636,0.528444
0.996298,0.709076,0.66983,0.52086
0.54236,0.665363,0.576944,0.501602
0.839318,0.462775,0.334767,0.503338
0.0846245,0.0820837,0.566046,0.479295
0.0413442,0.145737,0.449196,0.502669
0.158747,0.550875,0.445649,0.498273
0.281145,0.335029,0.354538,0.454749
0.785996,0.878556,0.485011,0.483884
0.537236,0.292742,0.402007,0.46697
0.015306,0.31964,0.420196,0.517623
0.00659171,0.19692,0.498352,0.461983
0.88602,0.573895,0.565725,0.523047
0.860075,0.496305,0.573464,0.499587
0.574993,0.437946,0.325744,0.488849
0.72662,0.514762,0.362484,0.467237
0.193302,0.476989,0.431373,0.485106
0.679051,0.380451,0.531788,0.459459
0.797461,0.469449,0.505059,0.45503
0.312788,0.17904,0.389948,0.484377
0.217125,0.13908,0.402032,0.44635
0.264549,0.429471,0.611451,0.478211
0.275873,0.325779,0.403142,0.494543
0.211499,0.555006,0.262733,0.451301
0.893799,0.758057,0.632592,0.487563
0.0222041,0.471501,0.45675,0.456602
0.410206,0.476863,0.548295,0.493801
0.299034,0.239081,0.274061,0.498431
0.251848,0.222155,0.501804,0.508832
0.0575962,0.422595,0.475104,0.445884
0.796746,0.730341,0.488989,0.50089
0.732078,0.380451,0.390058,0.481751
0.945729,0.90243,0.511825,0.514798
0.0762726,0.150674,0.609433,0.524806
0.513456,0.689446,0.545928,0.538199
0.848413,0.427209,0.510195,0.470343
0.0877739,0.30339,0.357633,0.495978
0.423785,0.318728,0.439012,0.505826
0.480906,0.498731,0.43867,0.445209
0.672473,0.65645,0.635887,0.492273
0.308029,0.181158,0.625697,0.477295
0.57043,0.566629,0.518162,0.477319
0.578452,0.487007,0.546174,0.530522
0.0804388,0.347665,0.456628,0.476319
0.471691,0.238531,0.581262,0.542635
0.845377,0.890952,0.562158,0.515338
0.695349,0.816874,0.660676,0.485485
0.179571,0.458822,0.563019,0.505259
0.983827,0.506331,0.503635,0.436269
0.724873,0.582166,0.489733,0.492513
0.396492,0.250225,0.394234,0.467205
0.956461,0.664512,0.496081,0.506347
0.111052,0.520398,0.328849,0.490542
0.479217,0.578576,0.531544,0.495855
0.382465,0.639083,0.49734,0.526071
0.748896,0.615524,0.542225,0.514479
0.249873,0.403616,0.459068,0.480687
0.483179,0.596378,0.513981,0.503827
0.423593,0.251159,0.34897,0.473715
0.596012,0.779239,0.583244,0.534679
0.571371,0.462352,0.598118,0.552176
0.994565,0.895225,0.527697,0.537427
0.947674,0.539503,0.577443,0.524937
0.0214326,0.220202,0.510719,0.485944
0.971909,0.90666,0.572515,0.53437
0.705606,0.53866,0.49022,0.490082
0.961093,0.965618,0.571461,0.532286
0.304086,0.180256,0.414192,0.510486
0.759567,0.803648,0.39737,0.488829
0.871863,0.508794,0.612046,0.534277
0.482994,0.485423,0.540712,0.493378
0.791369,0.817616,0.552506,0.467066
0.00597287,0.373377,0.546535,0.528812
0.323332,0.534611,0.475557,0.478047
0.172197,0.30742,0.485418,0.486264
0.309365,0.464248,0.517663,0.516208
0.993234,0.736653,0.486381,0.471233
0.16244,0.493275,0.436174,0.484082
0.326559,0.532468,0.434174,0.495101
0.224791,0.260939,0.400598,0.477372
0.685642,0.724111,0.432563,0.446663
0.453621,0.243798,0.455084,0.504787
0.93445,0.784514,0.609492,0.519084
0.21337,0.52942,0.568221,0.499549
0.655854,0.355942,0.48917,0.51383
0.709151,0.75247,0.572949,0.499514
0.958054,0.941667,0.680394,0.466472
0.289308,0.240932,0.361119,0.467915
0.395218,0.601663,0.529612,0.503211
0.47594,0.3694,0.433943,0.460571
0.528153,0.57699,0.561445,0.553417
0.150564,0.440602,0.421289,0.440495
0.43795,0.529273,0.47864,0.542081
0.82796,0.615565,0.569521,0.532037
0.230111,0.218387,0.617594,0.481694
0.394614,0.486996,0.45927,0.507775
0.228839,0.453206,0.554856,0.495561
0.0690045,0.339726,0.451265,0.525233
0.16072,0.53695,0.634201,0.520987
0.659375,0.466244,0.370059,0.468201
0.164169,0.190428,0.633101,0.518562
0.450457,0.604593,0.422207,0.510914
0.935621,0.573155,0.511631,0.51241
0.243993,0.140093,0.407179,0.494706
0.735543,0.534067,0.586087,0.537338
0.208765,0.161613,0.615989,0.494989
0.326962,0.610267,0.54377,0.503056
0.264175,0.287273,0.424275,0.472318
0.20631,0.553944,0.464658,0.469431
0.727308,0.373758,0.37324,0.451907
0.711,0.804345,0.439867,0.483724
0.896756,0.797549,0.49362,0.429516
0.750258,0.833386,0.576044,0.416522
0.127332,0.445687,0.564548,0.544293
0.00532295,0.180207,0.449048,0.47425
0.768184,0.877832,0.610893,0.485974
0.482286,0.251698,0.419487,0.450878
0.0926557,0.320647,0.429395,0.486141
0.275384,0.602743,0.546902,0.537515
0.0416165,0.229726,0.495614,0.501711
0.31073,0.421651,0.43862,0.487332
0.232832,0.603513,0.540437,0.482112
0.690038,0.832938,0.543492,0.50121
0.257313,0.55789,0.396614,0.474078
0.041023,0.391388,0.449969,0.514944
0.789439,0.869308,0.502498,0.531917
0.00575969,0.277991,0.472187,0.532768
0.481006,0.268575,0.411897,0.511147
0.660398,0.720104,0.706944,0.541677
0.990211,0.716611,0.495655,0.542245
0.25924,0.544902,0.61867,0.465384
0.814951,0.717733,0.532295,0.517043
0.233297,0.536877,0.658717,0.546019
0.855669,0.925206,0.571797,0.451053
0.848041,0.906897,0.649513,0.495765
0.826326,0.868057,0.518267,0.5267
0.337196,0.192032,0.363335,0.481978
0.762969,0.577351,0.614016,0.499747
0.679002,0.792073,0.599685,0.517863
0.947684,0.714327,0.419233,0.508745
0.468512,0.610412,0.614465,0.532356
0.571627,0.502055,0.46822,0.481835
0.564077,0.403632,0.47837,0.495418
0.404135,0.336448,0.644808,0.494797
0.348298,0.455919,0.541134,0.478512
0.615831,0.401717,0.356342,0.499614
0.543309,0.581083,0.352476,0.484101
0.72195,0.439549,0.397322,0.46772
0.557406,0.716723,0.439839,0.470637
0.36801,0.520524,0.480503,0.512933
0.314598,0.511788,0.46719,0.438758
0.373275,0.240509,0.474984,0.510708
0.430799,0.320485,0.498411,0.452877
0.0783603,0.213958,0.42753,0.498704
0.449981,0.402222,0.362992,0.505638
0.611638,0.560304,0.355088,0.491311
0.640709,0.388996,0.570997,0.527342
0.19501,0.278817,0.483187,0.47551
0.578097,0.718325,0.548453,0.509386
0.052939,0.481536,0.566612,0.48525
0.398332,0.241591,0.563545,0.580633
0.869507,0.903099,0.66549,0.538724
0.212521,0.604322,0.388242,0.443578
0.0566171,0.430515,0.461602,0.441866
0.703725,0.756716,0.589153,0.50643
0.35233,0.595133,0.586503,0.536696
0.40566,0.589383,0.565676,0.516179
0.461668,0.543289,0.494709,0.523749
0.573628,0.701028,0.55268,0.5062
0.583092,0.45134,0.55196,0.474049
0.907905,0.691504,0.479219,0.489372
0.732211,0.674977,0.420257,0.543211
0.676858,0.635393,0.523966,0.524323
0.78014,0.621988,0.408121,0.47065
0.0117143,0.027973,0.43228,0.459217
0.0672913,0.411789,0.616213,0.502395
0.307005,0.507172,0.559058,0.49773
0.334231,0.334322,0.4452,0.490992
0.760316,0.54181,0.575703,0.458149
0.529601,0.445104,0.544435,0.53096
0.122075,0.538154,0.428808,0.466447
0.810968,0.832434,0.566779,0.494364
0.700735,0.453542,0.46232,0.501015
0.747806,0.66699,0.556579,0.485576
0.580804,0.517521,0.51422,0.47265
0.366695,0.593271,0.534552,0.517554
0.860803,0.547703,0.472931,0.536873
0.247174,0.346532,0.555034,0.524971
0.505306,0.609219,0.527914,0.492665
0.382529,0.678127,0.597787,0.479079
0.129872,0.403415,0.373104,0.4421
0.963185,0.746336,0.718254,0.508913
0.699753,0.783104,0.421094,0.497827
0.621213,0.579017,0.616885,0.503833
0.722886,0.678448,0.56015,0.536836
0.992807,0.538613,0.399882,0.455653
0.054779,0.479245,0.435391,0.49258
0.711494,0.419293,0.490402,0.477909
0.907527,0.556109,0.459674,0.522693
0.138136,0.380179,0.511018,0.470601
0.0672767,0.11476,0.358946,0.556448
0.264699,0.367887,0.49491,0.434494
0.674099,0.464362,0.531041,0.501961
0.297082,0.505776,0.39502,0.529242
0.2053,0.542549,0.546121,0.510519
0.428194,0.626553,0.647083,0.539985
0.527858,0.676524,0.641174,0.520806
0.255784,0.19908,0.504211,0.497373
0.0477373,0.0713075,0.260212,0.462793
0.180433,0.349474,0.597368,0.479236
0.0834632,0.402944,0.466019,0.50461
0.937448,0.500762,0.48786,0.474649
0.62846,0.656203,0.598524,0.536231
0.17226,0.354632,0.564621,0.454663
0.641233,0.483008,0.479085,0.493286
0.662299,0.51299,0.600827,0.46826
0.914618,0.869568,0.559206,0.499161
0.41917,0.486281,0.521095,0.548569
0.424909,0.286876,0.386407,0.490278
0.473315,0.659739,0.542222,0.47285
0.848788,0.761007,0.609201,0.532601
0.649206,0.48794,0.537136,0.524827
0.660604,0.436299,0.567334,0.536035
0.0824632,0.262289,0.533486,0.438724
0.884641,0.716281,0.512698,0.527424
0.611186,0.745238,0.694969,0.522255
0.176623,0.453905,0.580488,0.497901
0.492088,0.289285,0.445238,0.501502
0.445838,0.424338,0.379456,0.512235
0.147943,0.258026,0.58096,0.537585
0.703841,0.450336,0.494289,0.494117
0.84617,0.640722,0.382282,0.489913
0.237823,0.561888,0.492374,0.525708
